publisher_id,publisher
2804,Cunning Force Games
2805,Cornbread Juice Games
2806,314 Arts
2807,Coqui 3D
2808,YFC games
2809,Marc Ellis
2810,Super Walrus Games
2811,Sonic Sloth
2812,Sørb
2813,DarkTigerDevelop
2814,yayapipi
2815,Triverske
2816,Casual Labs
2817,Tuomo Laine
2818,Real Dynamics
2819,Eddy Games
2820,Fridge
2821,Daniel Kim
2822,Robert Yang
2823,Permadeath
2824,JDM4iK
2825,Tomas Gonzalez
2826,"Buff Studio Co.,Ltd."
2827,Ivanovich Games
2828,Tartezal Holdings Ltd.
2829,Epic Games
2830,Candlelight Studios
2831,EyeSpyda Games
2832,Lemon Pepper Games
2833,Adam Tarnowski
2834,Appsolutely Studios
2835,ZackBellGames
2836,Forgotten Empires LLC
2837,storm_sharks
2838,"Oh, a Rock! Studios"
2839,Puzzle Lab
2840,Planetary Annihilation Inc
2841,Tchagata Games
2842,QuantumSquid Interactive
2843,Elushis Music & Gaming
2844,Craig Daversa
2845,Satur Entertainment
2846,Lucky You Studio
2847,HJO Creations
2848,AKGames
2849,Stellar Jay Studios
2850,Grip Games
2851,Herrero Games
2852,WeShare Game Studio
2853,Ballistic Frogs
2854,McMagic Productions s.r.o.
2855,wacha.ru
2856,Jardel Elias
2857,Light Vision Interactive
2858,Luna.red
2859,Simon Prefontaine
2860,Origin8 Technologies Ltd
2861,Cranktrain
2862,Blackthorn Media Inc
2863,Clever Endeavour Games
2864,Kingdom Games
2865,Chronicle Bench
2866,Dark Day Interactive
2867,Dragom
2868,NickySwan
2869,Maya Gameworks
2870,Philippe Forgeur
2871,Radiangames
2872,Chondrite Games
2873,BRINK 3D
2874,Goatee Games
2875,Admax Game
2876,Lightsoutgames
2877,the whale husband
2878,BTNcafe
2879,Devin Sherry
2880,Aslan Game Studio
2881,Axolot Games
2882,Fingertip Games UK
2883,Tipping Goat LLC
2884,Evergreen
2885,iNK Stories
2886,Day Dreamer Games
2887,Pezomi
2888,Dragon Foundry
2889,WTFOMGames
2890,Render System
2891,The Light Sword Team
2892,CoaguCo Industries
2893,ZXDigital Ltd
2894,Wetgenes
2895,Black Sheep Games
2896,articy Software
2897,JDRumble
2898,Reminisce
2899,girl software
2900,"INTI CREATES CO., LTD."
2901,IOZO GAMES
2902,Catstudio
2903,Night School Studio
2904,One Wheel Studio
2905,MindWalker Games
2906,Ruxar
2907,Unnamed Fiasco Team
2908,Chucklefish Games
2909,Boogygames Studios
2910,Dumativa Creative Studio
2911,Thirsten Studios
2912,Sara Lisa Vogl
2913,Kiss Publishing Ltd
2914,NTTGame
2915,yfyx games
2916,Marjupi Games
2917,HellconX™
2918,Freakinware Studios
2919,Dreamloop Games
2920,Infernal Dream
2921,West Coast Software
2922,© 2015 Alternative Software Ltd.
2923,Big Dorks Entertainment
2924,Pluto VR
2925,WEBZEN
2926,Rainy Night Creations
2927,Anvil-Soft
2928,Bulbware
2929,The Good Mood Creators
2930,CAPCOM
2931,Outerminds Inc.
2932,"High Fidelity, Inc"
2933,Kenny Sun
2934,Rejected Games
2935,Mercier Games	
2936,Changyou.com Limited
2937,Rotten Mage
2938,Anarteam
2939,SimProse Studios
2940,DanielDavisGames
2941,Gergely Zsolnay
2942,mamor games
2943,Team Frizz
2944,The Mundi Project Game Studios
2945,Quad-Games
2946,Is Future Bright
2947,20Tab
2948,Hexdragonal Games
2949,Kraftix Games
2950,ManaVoid Entertainment Inc.
2951,Kenny Roy
2952,Recreat4
2953,Alien Jellyfish
2954,EJRGames
2955,Leon aminof
2956,14 Dimension Enterprise
2957,Machineman1357
2958,Space Wedgie
2959,IBOLOGY LLC
2960,Runesoft GmbH
2961,Phoenix Game and Publisher Studio
2962,tobyfox
2963,Pixelbomb Games
2964,BUG-Studio
2965,Ezzat Studios
2966,DevilishGames
2967,Tusky Games
2968,Butterscotch Shenanigans
2969,Adam DeLease
2970,Duion
2971,Grubby Monster Games
2972,Jenito
2973,System Void Games
2974,Tvr Games
2975,Reason Generator Inc.
2976,2 Hit Studio
2977,Little Cloud Games
2978,Bandello
2979,Spellbind Studios
2980,Hanged Bunny Studio
2981,NorbSoftDev
2982,Culture Select
2983,Hikergames
2984,Sapphire Dragon Productions
2985,Nominia Ltd
2986,Neotenia
2987,Partickhill Games Limited
2988,Dark Roast Entertainment
2989,Futuretown
2990,Jayanam
2991,Pidroh
2992,Amund Farifteh
2993,NLB project
2994,Play Publishing
2995,Plastic Games
2996,Xform
2997,Lord Puggington Games
2998,Jason RT Bond
2999,Offworld Industries
3000,Funny Games Group
3001,Johannes Eski
3002,Bankroll Studios
3003,Bifrost Entertainment
3004,PlayFlock
3005,MarWin Studios
3006,DolaSoft
3007,Frostcloud Studios
3008,Mindfield Games
3009,Benji Bananas
3010,SIM720 LIMITED
3011,Team Clockworks
3012,Blam! Games LLC
3013,Crusty Squirrel
3014,Kimmo Lahtinen
3015,Atom Republic
3016,Targem Games 
3017,ATLUS
3018,2Awesome Studio
3019,Rodeo Games
3020,Mini IT
3021,"PlayStation Mobile, Inc."
3022,"team BitClub , Sunken Treasure Games"
3023,PixelTail Games
3024,Other Kind Games
3025,App Holdings
3026,Gameware Studios
3027,Runestone Games Limited
3028,Hopoo Games
3029,frozenen
3030,ElagoTech
3031,Lukas Navratil
3032,"Offworld Games, LLC"
3033,Sluggerfly
3034,Ceiba Software and Arts
3035,Calvin Weibel
3036,KrupinskiArt
3037,Alexander Mirdzveli
3038,Squirrel Physics
3039,Shotgun Surgeons
3040,GamesBoosters
3041,Cosmocat
3042,Whale Rock Games
3043,Filimundus
3044,Windforce
3045,Farjay.com
3046,Animootor
3047,Baller Industries
3048,Apar Games
3049,Remal IT
3050,Penrose Studios
3051,Oscar Brittain
3052,Oldblood
3053,Startreming
3054,Bugbyte Ltd.
3055,Phanom Games
3056,Vive Studios
3057,Zen Labs
3058,Davioware and Quazi
3059,PixelFade Inc
3060,Whale Hammer Games
3061,Chris Parsons
3062,"NEXUS Studios, Inc."
3063,ROCKFISH Games
3064,WarGirl Games
3065,DopplerFrog
3066,Overcurfew
3067,Invoker Studios
3068,G2CREW
3069,Sylvain Harlaut
3070,TBDTS Games
3071,Targhen Games
3072,ENKSoft
3073,Kosek.com
3074,One Man Left Studios
3075,Huebotics
3076,PatchNoteStudio
3077,Fierce Kaiju Ltd
3078,Cliax Games
3079,OxPrimeStudio
3080,Red Moon Studio
3081,Rich Pine
3082,Mason Lindroth
3083,Cubicle Ninjas
3084,Budgie Games
3085,Curvature Systems
3086,KAMAi MEDIA
3087,dwCrew
3088,Andrew Rowe
3089,Snail-Ninja Studio
3090,Tri Synergy
3091,Fabian Jarrett
3092,Logic tree
3093,Myra D'Ann
3094,AGP::Studios
3095,L Rod
3096,xPathfinder Games
3097,Triple Lasers
3098,3Crew
3099,FNGames
3100,Crank Goblin
3101,starlit studios
3102,Viva Meda
3103,Allied Games Inc.
3104,Bit2Good Ug
3105,LUCKY GIRLS LIMITED
3106,Fishing Cactus
3107,"Dimecoin Games, LLC"
3108,Tisnart
3109,Gem Rose Accent
3110,Solidplasma
3111,Hoven Indies
3112,CleanWaterSoft
3113,The Revills Games
3114,Brainbox Software
3115,Richard Seabrook
3116,Awesome Enterprises
3117,WhackAKey Games
3118,XProd Games
3119,OrionSoft
3120,The Wanderer
3121,Interactive Stone
3122,Crothers Games
3123,Monkeybin AS
3124,Wish Fang
3125,Chris Johnson
3126,EpicQuest Games
3127,Merixgames
3128,Poisson Rouge Interactica ltd
3129,Denis Lapiner
3130,Skyboy Games
3131,One Man Band Games
3132,dotBunny
3133,Erik Svedäng AB
3134,Electroplasmatic Games
3135,ColePowered Games
3136,AlikArt Studio
3137,Paul Cooney
3138,Simple Designs Software LLC
3139,Brad Smith
3140,Oliver Keppelmüller
3141,Unruly Attractions
3142,Killer Teapot Games
3143,Neat Corporation
3144,Foundry
3145,"Precision Games, LLC"
3146,ANPA.US
3147,Aric Morrow
3148,IMakeGames
3149,Studio Namaapa
3150,Tianyu Studio
3151,YCJY
3152,Grandpa Pixel
3153,Duct Tape Games
3154,PolyKid
3155,Frima Originals
3156,Cowboy Color
3157,E McNeill
3158,TimefireVR LLC
3159,Team Grybanser Fox
3160,ARTE France
3161,Bread Machine Games
3162,Zenisport
3163,Warballoon
3164,Art-Pulsar
3165,Punk Games Studio
3166,89AM Studio
3167,Robot Invader
3168,Pera Games
3169,All Seeing Eye Games
3170,Ravegan
3171,34BigThings srl
3172,Out of the Park Developments
3173,Tabletopia Inc.
3174,Wytchlight
3175,Code Horizon
3176,Codename Entertainment Inc.
3177,CAT IN JAR GAMES
3178,4MB Interactive Ltd
3179,Self-Published
3180,MetalBear
3181,Sole Propriotership
3182,Marmalade Game Studio Ltd
3183,Madruga Works
3184,Adhoc Games
3185,friendlyOctopus
3186,Brain&Brain
3187,From Nothing Game Studios
3188,Pixel Blitz Studios
3189,Ground Shatter
3190,Meerkat Gaming
3191,A.J Starkey Enterprises
3192,DeanForge
3193,Quandary Solutions LTD
3194,Addicting Games
3195,Alex Zhang
3196,Ben 'Yahtzee' Croshaw
3197,Super63
3198,"Lunchtime Studios, LLC"
3199,Glanderco
3200,Qumaron
3201,"Element Games, LLC"
3202,WSONG LLC
3203,Michael Zahniser
3204,Royal Polygon
3205,"RMM Studios, LLC"
3206,Team Eleven
3207,EuroVideo Medien GmbH
3208,L Twigger
3209,Housemarque
3210,Dumbfounded
3211,Brave Bunny
3212,Raving Bots
3213,Pipeworks Studios
3214,Godot Engine
3215,Samuel Manier
3216,cwade games
3217,SnowBiteGames
3218,Astra Game Studio
3219,Whalegun
3220,varlamov5264
3221,"Impulse Game Studios, LLC"
3222,Skunkwerks Kinetic
3223,Selenion Games
3224,Future Lighthouse
3225,Some-Fish
3226,Grizzly Wolf Games LLC
3227,Daniel Mullins Games
3228,Exordium Games
3229,MABManZ
3230,Bit Golem
3231,Turmoil Games
3232,Whale Nebula
3233,Rockodile
3234,Games Starter
3235,Robot Loves Kitty
3236,Thorngames
3237,Intropy Games
3238,Daniel Wright
3239,Dominique Grieshofer
3240,StormCube Games
3241,Prismic Studios LLC
3242,FutureVisionsGames
3243,Aries-Lenov
3244,BRHP
3245,Black Delta
3246,The Net Champs
3247,Virtualex
3248,Burnin Ape
3249,Pirate-Rob
3250,Maximum Games
3251,KWL Productions
3252,14 Hours Productions
3253,Second Variety Games
3254,Naloki
3255,ComonGames
3256,Fixer Games
3257,Maqna Interactive Ltda - Me
3258,"AltspaceVR, Inc."
3259,BlewScreen
3260,Nauris Amatnieks
3261,Submersivo Game Studio
3262,G.rev Ltd.
3263,Antonio Renna
3264,Blob Games Studio
3265,Nocturne Games
3266,4NetGames
3267,"Immersive Entertainment, Inc"
3268,Faber Interactive
3269,Dragon's Games
3270,Hajime Doujin Circle
3271,StormBrewers
3272,Timushev Vladimir
3273,Cuddly Zombie Games
3274,Geomertex
3275,Royal Troupe
3276,Mark Schramm
3277,OlderBytes
3278,EXOR Studios
3279,The Tambourine
3280,Charm Games
3281,Pixel Maniacs
3282,501 Industries
3283,Julia Games
3284,Overhead Games
3285,"Games by Robert, LLC"
3286,Games Hut
3287,Valhalla Cats
3288,Crows Crows Crows
3289,S Houben
3290,Noetic Games
3291,xixgames
3292,Oblion Studio
3293,Winter Drake Teller
3294,Nooskewl
3295,Lightning Rock
3296,Enrick Lambert
3297,Syberstudio
3298,Rock Path Collective
3299,Wild Guess Software
3300,Genetix Studio
3301,Shumkov Dmitriy
3302,Skarond
3303,Oreol
3304,A Sweet Studio
3305,Overflow
3306,Bitmen Studios
3307,Ithaqua Labs
3308,Redshift Media
3309,Emeryon games
3310,Dylan Wentz
3311,HypeTrain Digital
3312,Fallen Tree Games Ltd
3313,D3 PUBLISHER
3314,Antropi
3315,RGCD.DEV
3316,Hex Entertainment
3317,Kerim Kumbasar
3318,All Civilized Planets
3319,Zadzen Games Ltd.
3320,Supertype
3321,EmberWulf
3322,EarthWork Games
3323,Moving Pixel Games
3324,DONTNOD ELEVEN
3325,"Stone Pixel Games, LLC."
3326,Lazy Monday Ltd
3327,Uncaged Studios
3328,Rewind
3329,Ectoplasm Studio Inc.
3330,Rhizome Games™
3331,"FAT BOMB STUDIOS, LLC"
3332,energy milk
3333,BernhardM
3334,DuCats Games Studio
3335,"FOO VR, Inc."
3336,Michael Porter
3337,净土制作室
3338,Scherrer Medien GmbH
3339,Zenz VR
3340,Atriagames
3341,Shadebob Games
3342,GuGames Development
3343,Free Range Games
3344,Solirax
3345,RisingHigh
3346,Odd Comet Games
3347,Avanquest Software Publishing Ltd
3348,GDT Limited
3349,CP Decision
3350,Ratalaika Games S.L.
3351,"Arch Virtual, LLC"
3352,Rusty Bolt
3353,Clockwork Wolf
3354,Cartoon Network
3355,Petroglyph
3356,Cogg Games Ltd
3357,ConcernedApe
3358,RalphVR
3359,4 Door Lemon Vision 1
3360,Loudpak Studios
3361,Bitten Toast Games Inc.
3362,ArrowGroundGames
3363,Clouds and Blue
3364,Expedia
3365,Room710Games
3366,Matthias Magnussen
3367,Touchfight Games LLC
3368,Lazy Games Studio Ltd
3369,Unwonted Studios
3370,Mighty Fox Studio
3371,Pirozhok Studio
3372,Black Mist Studios
3373,Mysia Games
3374,Pixbits
3375,EfimovMax
3376,Culture Shock Games LLC
3377,Ninja Theory
3378,Fueled By Rockets
3379,Jace Masula
3380,Cleversan Software
3381,Mutated Software
3382,Platoon Studios
3383,2DArray
3384,Xander's Corgi Arcade
3385,Stately Snail
3386,The Tambourine	
3387,Boxel Games
3388,Mahdi Bahrami
3389,Kerberos Productions
3390,Terrifying Jellyfish
3391,"ZiMAD, Inc."
3392,Cuveet Story
3393,isTom Games Kft.
3394,Black Snowflake Games
3395,Holospark
3396,PiBoSo
3397,NetDragon Websoft Inc.
3398,YOX-Project
3399,Crematorium of Time
3400,High Horse Entertainment
3401,Skelefactor
3402,Drixxel Soft
3403,Rad Codex
3404,Hudell Tales
3405,Stompy Bot Productions
3406,Oblivionburn Productions
3407,Advent RPG
3408,Boncho Games
3409,Narayana Walters
3410,Vault Interactive
3411,dark made games
3412,Thrill Pill Games
3413,Antti Vaihia
3414,Quality Simulations
3415,CD Jones
3416,Happy Polygon
3417,Curse Box Studios
3418,Explosive LLC
3419,Lached Up Games
3420,"Rocket-Engine Co.,Ltd."
3421,Jay-Run
3422,Axed Game Studio
3423,Pixel Federation
3424,Cherry Pie Games
3425,SKH Apps
3426,webgames
3427,Best Gaem Studio
3428,Guys From Andromeda LLC
3429,Bishop Games
3430,Polykroma Games
3431,Thomas Moon Kang
3432,Roaming Ground Studio
3433,Erotes Studio
3434,Visiontrick Media
3435,PlayFig
3436,SeithCG
3437,Springloaded
3438,T-Rex Games
3439,Tongsun
3440,Fun4Family
3441,Volumetric Games
3442,OpenXcell Studio
3443,Kyle Seeley
3444,Crazy Rocks Studios
3445,Sergei Minin
3446,Fabraz
3447,Tall Tail Studios
3448,ColdGames
3449,Yunus Ayyildiz
3450,Northbrain
3451,OneManTeam
3452,VDO Games
3453,Bartosz Bojarowski
3454,Minindustries Game Factory
3455,Nuberu Games
3456,Mass Creation
3457,Cameron Baxter
3458,Hellbent Games
3459,Galvanic Games
3460,Miolhr SM
3461,Squiddershins
3462,SculptrVR
3463,Pelikan13
3464,Very Simple Idea Studios
3465,EDWON
3466,Anima Locus
3467,Crayder Studios
3468,Ivent Games
3469,Numinous Games
3470,iFun4all S.A.
3471,Black Dog 
3472,Considerable Content
3473,rese
3474,Anuman Interactive
3475,VRX
3476,Tekitown
3477,Rad Dragon
3478,Tiny Red Camel
3479,Psychodev
3480,HA Studio Ltd.
3481,Mozg Labs
3482,Mastfire Studios Pty Ltd
3483,Willpowaproject
3484,3D Avenue
3485,Killerfish Games
3486,Arcane Four Studios
3487,OutOfTheBit Ltd
3488,AVE
3489,INSIDE SYSTEM
3490,Crunchy Games
3491,Isaac Cohen
3492,Michael Hall
3493,Gaming Cats Studio
3494,Trevor Madge
3495,Katapult
3496,Silver Cow Studio
3497,TopWare Interactive ACE
3498,ZuoBuLaiGame
3499,Yeti Studio©
3500,Vladimir Slav
3501,Colludium Ltd
3502,BrainGoodGames
3503,"Acttil, LLC."
3504, VisualArts
3505,God As A Cucumber
3506,Zillion Whales
3507,Porpentine
3508,Brutal Studio
3509,Varia Games
3510,Moonradish Inc.
3511,Samaritan Studios
3512,Just1337 Publisher
3513,Flightless
3514,22cans
3515,Oneiric Entertainment LLC
3516,FLARB LLC
3517,Cascadia Games
3518,Metaware
3519,Viewpoint Games
3520,Picselica Ltd
3521,Conatus Creative Inc.
3522,narayana games UG
3523,CharlieH
3524,Sorath
3525,Beyond Technical
3526,The Game Bakers
3527,Rimlight Studios
3528,3Division
3529,Daniel Riley
3530,Ground Control Studios
3531,Tuomo's games
3532,KO_OP mode
3533,OtakuMaker.com
3534,Neo Red Ent.
3535,Mad Capacity
3536,Moonlit Works
3537,Viking Tao
3538,VGstudio
3539,Whiskey Jack Games
3540,Campfire Games
3541,Ruffian Games
3542,Brainwashing games
3543,"dSky9, Inc."
3544,GeexGames
3545,Circus Atos
3546,Tochas Studios
3547,Balcony Team
3548,Dénis Múrias
3549,SnoutUp
3550,Wolf Ray Studios
3551,Black Shell Media 
3552,WOLCEN Studio
3553,White Clover Inc.
3554,"Fair Weather Studios, LLC"
3555,Imperia Online JSC
3556,Night Node Software
3557,LInsoDeTeh
3558,Mongoose Net Ltd.
3559,Francois Braud (Volatile Dove)
3560,DEADBIT
3561,2D Heroes
3562,Stuffed Castle Studios
3563,Nanoleptic Games
3564,Smyowl Game Studio
3565,SNAKE Productions
3566,Studio Canvas
3567,PQube Limited
3568,Infamous Quests
3569,Imaginary Monsters
3570,Dreadbit
3571,IQ Publishing
3572,Say Again Studio
3573,Ebonscale Games
3574,Valiant Interactive
3575,Ryan Davis
3576,Anthracite Games
3577,Perfect Square Studios
3578,Spytihněv
3579,Mighty Pebble Games Inc
3580,The Deep End Games
3581,Stoneworks Games
3582,Pump Action Games
3583,SIA Next Level
3584,ChessBase GmbH
3585,Wube Software LTD.
3586,Dincicode
3587,"Qiwi Games, LLC"
3588,Evil Tortilla Games
3589,Wolf & Wood Interactive Ltd
3590,Petro Shoferystov
3591,Blooming Buds Studio
3592,NVYVE® Studios
3593,Stegalosaurus Game Development
3594,CM Softworks
3595,Heathen Engineering
3596,Yume Creations
3597,Millia Soft
3598,One Hamsa
3599,Calenture Remedy Ltd
3600,Anti Crunch Studios
3601,Morenori Soft
3602,MadOut Games
3603,Ejoy Games
3604,Adham Jaber
3605,Brainy Studio LLC
3606,Windflow
3607,Shark Tree Studios
3608,2020 Venture
3609,Funhill Games
3610,Sullivan Boyd & Caden Petersen
3611,Party Robot Studio
3612,Sassybot
3613,Power Up to Maximum
3614,KeokeN Interactive
3615,U-Play Online
3616,Black Golem
3617,Myrolit Studios
3618,Redshift
3619,KHB-Soft
3620,Lemondo Games
3621,Lucky Brograms
3622,Alex Woodcock
3623,Soverance Studios
3624,M4GDEV
3625,SMD Gaming Studio
3626,Greens s.r.o.
3627,DNZY Games
3628,UFO Crash Games
3629,Scarlet String Studios
3630,Craftven
3631,Snowbit Interactive
3632,Jimbob Games
3633,NewWestGames
3634,Goblinz Studio
3635,Dream Reactor
3636,Wild Rooster
3637,Team Indev
3638,Ivan Zanotti's MyMadnessWorks
3639,PolyDigital
3640,"Artix Entertainment, LLC"
3641,Triangular Pixels
3642,Andrés Calva
3643,Primary Games
3644,TrerPlay
3645,Sogoal
3646,"Pentadimensional Games, SL"
3647,AAAGAMES
3648,Vantage Games
3649,Nordic Mist Games
3650,Downward Viral
3651,Modern Visual Arts Laboratory
3652,Chroma Coda
3653,Secret Sorcery Limited
3654,eduweb
3655,Dog Theory
3656,Kurechii
3657,PIXELBUG
3658,The Shoebox Diorama
3659,Osaris Games
3660,Petite Games
3661,Cadence Games
3662,2Chance Projects
3663,Not Doppler
3664,Reiza
3665,Cheese and Bacon Games
3666,Aeonic Entertainment
3667,ION LANDS
3668,Ryan Jensen
3669,My64K
3670,We Are Bots
3671,Fluik Entertainment Inc
3672,voldan
3673,Chewa
3674,Stitch Heads Entertainment
3675,Kristjan Skutta
3676,Studio48
3677,Wayward Prophet
3678,5Wolf
3679,Cyanide Tea
3680,Clewcat Games
3681,Bigzur Games
3682,chickeninthecornstudio
3683,Kiemura Ltd
3684,Icy Studios
3685,mPower Games Studio
3686,Celeris
3687,"Duang! Games, LLC"
3688,Eminent Softworks
3689,MagdalenaTeam
3690,Touch Orchestra
3691,indiemaatheus
3692,WJLEGAME
3693,Tiny Horse Games
3694,Locojoy
3695,Dream Catcher Chronicles
3696,Kuchnier Games
3697,Beast Mode Games
3698,Vindit
3699,Betelgeuse Zero
3700,Hypersect
3701,LKA
3702,Defroids
3703,Monomi Park
3704,Papaya Play
3705,"Big Fish Games, Inc."
3706,The Secret Games Company
3707,bitComposer Interactive GmbH
3708,BlauwPrint
3709,Klabater
3710,Miris Mind
3711,Enlightened Games
3712,Oriku Inc
3713,乐客游戏
3714,dimeStudios
3715,Floating Brain Limited
3716,Resilient Games Ltd.
3717,rocketship
3718,Fraoula
3719,Nickervision Studios
3720,JE Software
3721,"Spark Plug Games, LLC"
3722,Flyhigh Works
3723,LootBit
3724,NighthoodGames
3725,MadGearGames
3726,SunRay Games
3727,Interama - Interactive Technology
3728,Jean-Baptiste Simillon
3729,FreezeNova
3730,Green Lava Studios
3731,Raphael Gervaise
3732,Christian Reuter
3733,Zenrok Studios
3734,Dexmes
3735,Bromoco Games
3736,Semen Rodin
3737,Wheat Muffin Games
3738,MonkeyMaw
3739,"Blackthorn Media, LLC"
3740,Senshi.Labs
3741,HyperBerry Games
3742,"Rock Wall Games, LLC"
3743,Open Source Publishing
3744,GamesCafe
3745,Grunge Games LTD
3746,Deadline Soft
3747,Another Indie
3748,Square Enix 
3749,Digital Crafter
3750,littleGigantic
3751,Lichthund
3752,Suminell Studios
3753,Halissoni
3754,Triskelia Games
3755,Steven Colling
3756,Workyrie Game Studio
3757,Black Sheep studio
3758,Liu Lidan
3759,Aundre Rogers
3760,noiarc
3761,Throwback Entertainment
3762,Nat Quayle Nelson
3763,Tru Blu Games
3764,Simply Squared
3765,Rusty Lake
3766,Universus Software
3767,REL Games
3768,Date Nighto
3769,Adriaan de Jongh
3770,FX Games Media
3771,Shoor Games
3772,Killer Lobster
3773,Ant Workshop Ltd
3774,Joe Richardson
3775,tinyBuild Games
3776,Peter Valencia
3777,Guru Games
3778,Azerion
3779,Mercury Steam Entertainment s.l.
3780,Anshar Studios
3781,AceGamer Network
3782,Harbinger Beard
3783,Survios
3784,Emblematic Group
3785,Bluish-Green Games Inc.
3786,Mirage Interactive
3787,Dewdrop Games
3788,Innerspace VR
3789,Tactichaos
3790,BlackSpot Entertainment
3791,Industry Games
3792,Aldin Dynamics
3793,WhiteSponge
3794,Phung Games
3795,HTC
3796,Raw Lion Workshop
3797,Mi'pu'mi Games GmbH
3798,Z3roram Studios
3799,Sergey Marchenko
3800,Pixel Trickery
3801,2Bit Studios
3802,Tasaa Software Services Pvt. Ltd.
3803,Inception Soft
3804,Jesper The End
3805,Fun Bits
3806,FDG Entertainment
3807,LabLike Sp. z o.o.
3808,Reine Works
3809,Solid Core
3810,CydoniaGate
3811,Persona and Pixel studio
3812,Balraj Singh Bains
3813,WeirdBeard
3814,Kindermann Corp.
3815,Playa Games GmbH
3816,Sixth Line Studios
3817,VRChat Inc.
3818,White Wizard Games
3819,pho
3820,GoffaGames
3821,Gindie
3822,Stubborn Horse Studios
3823,Sleepy Duck
3824,Impulse Games
3825,radio
3826,Vishnu Vadakke Pariyarath
3827,Small Room Games
3828,Wehrmann Studios
3829,3Dflow SRL
3830,MB2 Entertainment
3831, Big Fish Games
3832,NovaWake Studios
3833,JUDOBABY INC.
3834,Iron 27
3835,Red Phoenix Studios
3836,Gun Media
3837,LS Ensemble
3838,Layer games
3839,Team Murder
3840,Pixelated Cupcake
3841,Boomzap Entertainment
3842,Tyler Hurd
3843,Terapoly
3844,Archetype Studios
3845,AxiPLAY
3846,Trite Games
3847,FragOut
3848,Stellar Circle
3849,On the Level Game Studios
3850,Anarkis Gaming
3851,Bohfam
3852,Christ Laurenz Sambrano
3853,Badim
3854,Lacuna Corporation
3855,Lock 'n Load Publishing
3856,VREAL INC
3857,Hydrant Games
3858,Xenoaisam Studio
3859,Pixelated Panties
3860,Lorestrome
3861,Reborn Games Inc.
3862,Samuel Sprague
3863,Stegosoft Games
3864,"Ugly Beard Games, LLC"
3865,Burak Dabak
3866,SVGames
3867,TinyAtomGames
3868,Freedomize Studio
3869,Vitaly Rekubratskiy
3870,Spider Key Games
3871,Last Life Games
3872,GameUS Inc
3873,Blue Brain Games
3874,Baroque Decay
3875,Animakemu Games
3876,Alien Pixel Studios
3877,Ruce
3878,WindLimit
3879,Digitallion
3880,Immortal Game Studio
3881,Above and Beyond Technologies
3882,DNVR Prod
3883,TeamWaterFly
3884,Nexon America
3885,Handsome Dragon Games
3886,GBROSSOFT
3887,Altfuture
3888,Inane Games
3889,Light Step Games
3890,Cake Collective Games
3891,Creative Storm Entertainment
3892,HELM Systems
3893,Neon Squid Games
3894,beyondthosehills
3895,Bad Pixel
3896,Wtech
3897,Kickbomb Entertainment LLC
3898,"Thiemo Bolder, ONEMANGAMES"
3899,Piranaking
3900,Religious Studios
3901,Beatshapers
3902,LWNA
3903,Outsider Games
3904,Trazzy Entertainment
3905,dsquare
3906,Foreignvr
3907,Shadowprerequisite
3908,Hollow Ponds
3909,Wave Interactive
3910,RenPen
3911,Profenix Studio SRLS
3912,neko.works
3913,Brothers Flint
3914,War Drum Studios
3915,Rooted Concepts
3916,Argus Games
3917,erobotan
3918,Wargaming Group Limited
3919,West Forest Games
3920,Quiet River
3921,SIEIDI Ltd
3922,Seaside Digital Arts
3923,Dan_D
3924,Bitlock Studio
3925,BrainCraft Gaming
3926,Peaksel D.O.O. Nis
3927,3100 games
3928,Lisa Voronova
3929,Eerie Bear Games
3930,Taranasus Studio
3931,Butterflyware
3932,Pugware
3933,OGSeries
3934,Crowbox
3935,Wonderful Lasers
3936,Forthright Entertainment
3937,Picorinne Soft
3938,Jonathan BRASSAUD
3939,Evil Indie Games
3940,Matterhorn Software LTD
3941,The Major Game Company
3942,Magic Pixel Kft.
3943,NEW AUDIO TECHNOLOGY
3944,Since Idea Games
3945,ShadowBrain Games
3946,Lemonsucker Games
3947,Alkame Games
3948,Aaron Legault
3949,Convex
3950,Boxelware
3951,SmoleVN
3952,"No, You Shut Up Inc."
3953,Retro Warp Gaming
3954,Tryzna83
3955,Allen Dayan
3956,Initiative Media
3957,Oasis VR
3958,Danl2o2o
3959,Contingent99
3960,Silver Lemur Games
3961,SaintBunny
3962,Encircle Games
3963,Studio Saizensen
3964,Magic Item Tech
3965,Sundae Factory
3966,VooFoo Studios
3967,Ninja Robot Dinosaur
3968,House of Wire
3969,Byulbram Studio
3970,Mure VR
3971,"Napoleon Games, s.r.o."
3972,Flatbox Studios LLC
3973,Artem Bondin
3974,Interactive Productline IP AB
3975,Trapdoor Games
3976,Adam Wells
3977,nextReality Games
3978,Rainssong
3979,IKEA Communications AB
3980,Ysbryd Games
3981,Charlie Evans
3982,Golden Game Barn
3983,Labory
3984,Naps Team
3985,C-DRIVE MEDIA ART
3986,BrineTeam
3987,davevillz
3988,Riviysky
3989,Mind's Eye Games
3990,Luke Godfrey
3991,HFM Games
3992,Edd Coast
3993,Nightmaker
3994,NewWorldCoders
3995,Abstract Software Inc.
3996,StarBlade
3997,Bouchard Industries
3998,Torrunt
3999,Peace
4000,Tarboosh Games
4001,N.R. Burnette
4002,Proximity Games
4003,Glitch Games Ltd
4004,Jerome Bodin
4005,Blake Fix
4006,Grove Comp
