developer_id,developer
4586,Allods Team
4587,Organic 2 Digital Studio
4588,Jace Masula
4589,Cleversan Software
4590,Lion game Lion
4591,Mutated Software
4592,Platoon Studios
4593,Xander's Corgi Arcade
4594,Stately Snail
4595,Daniel Gili
4596,Mahdi Bahrami
4597,Playsport Games
4598,Terrifying Jellyfish
4599,"ZiMAD, Inc."
4600,COMPILE HEART
4601,Bloodirony
4602,Cuveet Story
4603,isTom Games Kft.
4604,Black Snowflake Games
4605,Holospark
4606,PiBoSo
4607,Buka Development
4608,NetDragon Websoft Inc.
4609,"Buddy Cops, LLC"
4610,Workroom7
4611,Arai Koh Create Office
4612,Crematorium of Time
4613,High Horse Entertainment
4614,Skelefactor
4615,Drixxel Soft
4616,Rad Codex
4617,DEADFACTORY
4618,"Math Nerd Productions, LLC"
4619,Hudell Tales
4620,MekTek Studios
4621,Oblivionburn Productions
4622,Ultima Games
4623,Advent RPG
4624,Liquid Dragon Studios
4625,Boncho Games
4626,Narayana Walters
4627,TBD
4628,dark made games
4629,Thrill Pill Games
4630,Antti Vaihia
4631,Quality Simulations
4632,CD Jones
4633,Plethora-Project LLC
4634,Happy Polygon
4635,Ape Marina
4636,Curse Box Studios
4637,Rionix
4638,Explosive LLC
4639,Lached Up Games
4640,Studio SiestA
4641,Jay-Run
4642,Axed Game Studio
4643,Pixel Federation
4644,Cherry Pie Games
4645,Shawn Hitchcock
4646,webgames
4647,NoClip
4648,Best Gaem Studio
4649,Guys From Andromeda LLC
4650,Bishop Games
4651,Team Polykroma
4652,Thomas Moon Kang
4653,Roaming Ground Studio
4654,Erotes Studio
4655,Visiontrick Media
4656,SeithCG
4657,Springloaded
4658,T-Rex Games
4659,Tongsun
4660,3DDUO
4661,Volumetric Games
4662,OpenXcell Studio
4663,Kyle Seeley
4664,Random Layers
4665,Crazy Rocks Studios
4666,Sergei Minin
4667,Fabraz
4668,Tall Tail Studios
4669,ColdGames
4670,Yunus Ayyildiz
4671,Northbrain
4672,OneManTeam
4673,VDO Games
4674,Bartosz Bojarowski
4675,Minindustries Game Factory
4676,Satsu
4677,Nuberu Games
4678,SoftWarWare
4679,Mass Creation
4680,Cameron Baxter
4681,Hellbent Games
4682,Rooster Teeth Games
4683,Galvanic Games
4684,Miolhr SM
4685,Squiddershins
4686,Antimatter Games
4687,Nathan Rowe
4688,Pelikan13
4689,Too Kind Studio
4690,Very Simple Idea Studios
4691,EDWON
4692,Anima Locus
4693,NTT Plala Inc.
4694,Crayder Studios
4695,Ivent Games
4696,Numinous Games
4697,iFun4all S.A.
4698,PortaPlay
4699,Mild Beast Games
4700,Considerable Content
4701,rese
4702,Anuman Interactive
4703,VRX
4704,Teku Studios
4705,Rad Dragon
4706,Tiny Red Camel
4707,Umberto Parisi (rmonic79)
4708,HA Studio Ltd.
4709,Mozg Labs
4710,Mastfire Studios Pty Ltd
4711,Willpowaproject
4712,3D Avenue
4713,Bass Pro Shops
4714,Killerfish Games
4715,Arcane Four Studios
4716,Studio 4D
4717,Little Cat Feet
4718,OutOfTheBit Ltd
4719,AVE
4720,Pilgrim Adventures
4721,INSIDE SYSTEM
4722,Crunchy Games
4723,Isaac Cohen
4724,Michael Hall
4725,Gaming Cats Studio
4726,Trevor Madge
4727,Markus Döbele
4728,Katapult
4729,Silver Cow Studio
4730,Metropolis
4731,ZuoBuLaiGame
4732,Diios
4733,Vladimir Slav
4734,Colludium Ltd
4735,BrainGoodGames
4736,Circus
4737,Sushee
4738,Stijn Van Coillie
4739,FreshGem
4740,Porpentine
4741,Brutal Studio
4742,Varia Games
4743,Moonradish Inc.
4744,Samaritan Studios
4745,Just1337 Studio
4746,Flightless
4747,22cans
4748,Oneiric Entertainment LLC
4749,WIZNWAR
4750,Cascadia Games
4751,Metaware
4752,Viewpoint Games
4753,Llyr ap Cenydd
4754,Conatus Creative Inc.
4755,narayana games UG
4756,CharlieH
4757,Stained Glass Llama
4758,Sorath
4759,Beyond Technical Inc.
4760,The Game Bakers
4761,Rimlight Studios
4762,3Division
4763,Pewter Games Studios
4764,Happy Tuesday
4765,Daniel Riley
4766,Ground Control Studios
4767,Paloma Dawkins
4768,Bacq Stellan
4769,Neo Red Ent.
4770,Mad Capacity
4771,Moonlit Works
4772,Viking Tao
4773,Tequila Works
4774,VGstudio
4775,Whiskey Jack Games
4776,Campfire Games
4777,Ruffian Games
4778,Brainwashing games
4779,"dSky9, Inc."
4780,GeexGames
4781,Circus Atos
4782,Tochas Studios
4783,Balcony Team
4784,Dénis Múrias
4785,SnoutUp
4786,Wolf Ray Studios
4787,"Anvil Drop, LLC"
4788,WOLCEN Studio
4789,White Clover Worlds
4790,"Fair Weather Studios, LLC"
4791,Imperia Online JSC
4792,Night Node Software
4793,Tarsier Studios
4794,LInsoDeTeh
4795,ComixPlay
4796,Francois Braud (Volatile Dove)
4797,DEADBIT
4798,2D Heroes
4799,Stuffed Castle Studios
4800,Nanoleptic Games
4801,Smyowl Game Studio
4802,1CC Games
4803,Sander Sneek
4804,Torched Hill
4805,Alberto Santiago
4806,Imaginary Monsters
4807,Static Dreams
4808,Penny McDonald
4809,Ebonscale Games
4810,Wizbyte Games
4811,Valiant Interactive
4812,Ryan Davis
4813,Anthracite Games
4814,Bearded Eye
4815,Perfect Square Studios
4816,Spytihněv
4817,Mighty Pebble Games Inc
4818,Underflow Studios
4819,The Deep End Games
4820,Stoneworks Games
4821,Accolade
4822,Pump Action Games
4823,Laudo Games
4824,SIA Next Level
4825,ChessBase GmbH
4826,Wube Software LTD.
4827,Grey Wolf Entertainment
4828,Dincicode
4829,"Qiwi Games, LLC"
4830,Nude Maker
4831,Evil Tortilla Games
4832,Wolf & Wood Interactive Ltd
4833,Petro Shoferystov
4834,Blooming Buds Studio
4835,Square Enix Montréal
4836,Illuminated Games
4837,NVYVE® Studios
4838,Stegalosaurus Game Development
4839,CM Softworks
4840,Heathen Engineering
4841,Yume Creations
4842,Millia Soft
4843,One Hamsa
4844,EternalShadow Studios
4845,Quick Click Games
4846,Anti Crunch Studios
4847,Morenori Soft
4848,MadOut Games
4849,Ejoy Games
4850,Adham Jaber
4851,Brainy Studio LLC
4852,Windflow
4853,Shark Tree Studios
4854,Meridian'93
4855,2020 Venture
4856,Sullivan Boyd
4857,Party Robot Studio
4858,Sassybot
4859,Bombservice
4860,Power Up to Maximum
4861,KeokeN Interactive
4862,U-Play Online
4863,Black Golem
4864,Myrolit Studios
4865,Redshift
4866,KHB-Soft
4867,Lemondo Games
4868,Lucky Brograms
4869,Alex Woodcock
4870,16bit Nights
4871,Soverance Studios
4872,m4g
4873,SMD Gaming Studio
4874,Old B1ood
4875,DNZY Games
4876,Ripper Games
4877,UFO Crash Games
4878,Lotus Games
4879,Wellore
4880,Scarlet String Studios
4881,Game Swing
4882,Kimeric Labs
4883,Craftven
4884,Cool Mini or Not
4885,Snowbit Interactive
4886,Jimbob Games
4887,NewWestGames
4888,Goblinz Studio
4889,Dream Reactor
4890,Team Indev
4891,Ivan Zanotti's MyMadnessWorks
4892,PolyDigital
4893,"Artix Entertainment, LLC"
4894,Triangular Pixels
4895,UNDEAD
4896,eight game studio
4897,Primary Games
4898,TrerPlay
4899,Sogoal
4900,"Pentadimensional Games, SL"
4901,AAAGAMES
4902,Vantage Games
4903,Nordic Mist Games
4904,Bit Byterz
4905,Downward Viral
4906,Modern Visual Arts Laboratory
4907,Chroma Coda
4908,Secret Sorcery Limited
4909,eduweb
4910,Dog Theory
4911,Kurechii
4912,Blacklight Interactive
4913,Zillion Whales
4914,tT Studios
4915,Moving Player
4916,PIXELBUG
4917,The Shoebox Diorama (Daniel Ernst)
4918,Osaris Games
4919,Petite Games
4920,Cadence Games
4921,2Chance Projects
4922,Toffee Games
4923,Cheese and Bacon Games
4924,Aeonic Entertainment
4925,ION LANDS
4926,Ryan Jensen
4927,Kew McParlane
4928,SPVD
4929,We Are Bots
4930,Fluik Entertainment Inc
4931,voldan
4932,Dungeoneering Studios
4933,Chewa
4934,Stitch Heads Entertainment
4935,Kristjan Skutta
4936,Studio48
4937,Wayward Prophet
4938,5Wolf
4939,Dharker Studio
4940,Cyanide Tea
4941,Bigzur Games
4942,chickeninthecornstudio
4943,Kiemura Ltd
4944,Icy Studios
4945,mPower Games Studio
4946,"Duang! Games, LLC"
4947,Panzer Gaming
4948,Eminent Softworks
4949,MagdalenaTeam
4950,Touch Orchestra
4951,Cosmillica
4952,indiemaatheus
4953,WJLEGAME
4954,Tiny Horse Games
4955,Dice7
4956,Gregor Panič
4957,Viva Media
4958,Kuchnier Games
4959,Beast Mode Games
4960,Vindit
4961,PikPok
4962,Betelgeuse Zero
4963,Hypersect
4964,LKA
4965,Alternative Dreams
4966,Claws of Lorek
4967,IndieGala
4968,Defroids
4969,Monomi Park
4970,Vertigo Games America
4971,Throw the warped code out
4972,The Secret Games Company
4973,Lost The Game Studios
4974,BlauwPrint
4975,JetCat Games
4976,Miris Mind
4977,GTE Entertainment
4978,Enlightened Games
4979,Oriku Inc
4980,乐客游戏
4981,dimeStudios
4982,Duncan Perham
4983,NantG
4984,Resilient Games Ltd.
4985,rocketship
4986,Fraoula
4987,Nickervision Studios
4988,JE Software
4989,"Nerve Software, Gearbox Software, LLC"
4990,"Spark Plug Games, LLC"
4991,FK Digital
4992,0Bennyman
4993,NighthoodGames
4994,MadGearGames
4995,Baba Yaga Games
4996,SunRay Games
4997,Interama - Interactive Technology
4998,Jean-Baptiste Simillon
4999,FreezeNova
5000,Raphael Gervaise
5001,Christian Reuter
5002,Zenrok Studios
5003,Dexmes
5004,Bromoco Games
5005,Semen Rodin
5006,Wheat Muffin Games
5007,MonkeyMaw
5008,"The Abbot's Book, LLC"
5009,Senshi.Labs
5010,HyperBerry Games
5011,AppyArt Games
5012,"Rock Wall Games, LLC"
5013,The Simutrans Team
5014,GamesCafe
5015,Big Corporation
5016,Deadline Soft
5017,Hunter Studio
5018,Demimonde
5019,Digital Crafter
5020,littleGigantic
5021,Lichthund
5022,Suminell Studios
5023,Halissoni
5024,Bionic Pony
5025,XiNFiNiTY Games
5026,Steven Colling
5027,Workyrie Game Studio
5028,Black Sheep studio
5029,M. Hanka
5030,Aundre Rogers
5031,noiarc
5032,Queen Bee Games
5033,Nat Quayle Nelson
5034,Ilusis Interactive Graphics
5035,Matthew Robinson
5036,Gloomywood
5037,Rusty Lake
5038,Americo Mateus Rodrigues
5039,REL Games
5040,Date Nighto
5041,4th cluster
5042,Adriaan de Jongh
5043,Madia Entertainment
5044,FX Games Media
5045,Oleg Sergeev
5046,Shoor Games
5047,Killer Lobster
5048,Ant Workshop Ltd
5049,Joe Richardson
5050,RebRank
5051,Peter Valencia
5052,Jajaben Games
5053,Azerion
5054,Anshar Studios
5055,Cloud Runner Studios
5056,Kenneth Caselli
5057,Harbinger Beard
5058,Cardboard Utopia
5059,Survios
5060,Emblematic Group
5061,Bluish-Green Productions
5062,Mirage Interactive
5063,Dewdrop Games
5064,Innerspace VR
5065,Sundae Month
5066,Tactichaos
5067,BlackSpot Entertainment
5068,Industry Games
5069,Aldin Dynamics
5070,WhiteSponge
5071,Phung Games
5072,Steel Wool Studios
5073,Raw Lion Workshop
5074,CreateLab
5075,Vibrant Core
5076,Webcore Games
5077,Mi'pu'mi Games GmbH
5078,Z3roram Studios
5079,Sergey Marchenko
5080,Pixel Trickery
5081,2Bit Studios
5082,Runestone Studios
5083,Laser Dog
5084,Inception Soft
5085,Jesper The End
5086,Dowino
5087,Art in Heart
5088,Fun Bits
5089,Snikkabo AS
5090,LabLike Sp. z o.o.
5091,Reine Works
5092,Solid Core
5093,CydoniaGate
5094,Persona and Pixel studio
5095,Balraj Singh Bains
5096,Sun Dogs
5097,WeirdBeard
5098,Kindermann Corp.
5099,Sekerin Productions
5100,Chuck Productions
5101,Playa Games GmbH
5102,Sixth Line Studios
5103,VRChat Inc.
5104,Yeti
5105,White Wizard Games
5106,pho
5107,Redro Games
5108,"Gustav ""Goffa"" Söderström"
5109,hamstercube
5110,Stubborn Horse Studios
5111,Sleepy Duck
5112,Impulse Games
5113,radio
5114,Vishnu Vadakke Pariyarath
5115,Small Room Games
5116,Infinigon
5117,Wehrmann Studios
5118,3Dflow SRL
5119,Mike Bushell
5120,BANDAI NAMCO Studio
5121,NovaWake Studios
5122,JUDOBABY INC.
5123,FlyAnvil
5124,Iron 27
5125,Red Phoenix Studios
5126,LS Ensemble
5127,Layer games
5128,Team Murder
5129,Pixelated Cupcake
5130,MAGIC Spell Studios
5131,Boomzap Entertainment
5132,Tyler Hurd
5133,Terapoly
5134,Archetype Studios
5135,AxiPLAY
5136,Trite Games
5137,FragOut
5138,Stellar Circle
5139,On the Level Game Studios
5140,Anarkis Gaming
5141,Bohfam
5142,Christ Laurenz Sambrano
5143,Badim
5144,Fallen Snow Studios
5145,Lacuna Corporation
5146,Riveted Games
5147,VREAL INC
5148,Hydrant Games
5149,XenoAisam
5150,Pixelated Panties
5151,Hyptosis
5152,Goblinz
5153,Reborn Games Inc.
5154,Samuel Sprague
5155,Stegosoft Games
5156,ThirtyThree
5157,"Ugly Beard Games, LLC"
5158,Burak Dabak
5159,SVGames
5160,TinyAtomGames
5161,Freedomize Studio
5162,Vitaly Rekubratskiy
5163,Spider Key Games
5164,Last Life Games
5165,GameUS Inc
5166,Blue Brain Games
5167,Baroque Decay
5168,Kamil Szczepanik
5169,Alien Pixel Studios
5170,Ruce
5171,WindLimit
5172,KROBON station
5173,Dracue Software
5174,FlatRedBall
5175,Coolhand Interactive
5176,Digitallion
5177,Immortal Game Studio
5178,Above and Beyond Technologies
5179,Tokyo RPG Factory
5180,DNVR Prod
5181,TeamWaterFly
5182,WeMade
5183,Handsome Dragon Games
5184,GBROSSOFT
5185,Altfuture
5186,Inane Games
5187,Light Step Games
5188,Cake Collective Games
5189,Creative Storm Entertainment
5190,HELM Systems
5191,Neon Squid Games
5192,beyondthosehills
5193,Pixel Titans
5194,Bad Pixel
5195,Vega Play
5196,ARTIFACTS
5197,Electric Games
5198,Bad Cast games
5199,Kickbomb Entertainment LLC
5200,propeller
5201,"Thiemo Bolder, ONEMANGAMES"
5202,Piranaking
5203,Religious Studios
5204,Aist
5205,LWNA
5206,Outsider Games
5207,Trazzy Entertainment
5208,dsquare
5209,Foreignvr
5210,Weappy Studio
5211,Shadowprerequisite
5212,Hollow Ponds
5213,Wave Interactive
5214,Nikolai Patrakov
5215,Profenix Studio SRLS
5216,neko.works
5217,Brothers Flint
5218,Evil Mojo Games
5219,War Drum Studios
5220,Nitroplus
5221,Rooted Concepts
5222,Argus Games
5223,erobotan
5224,Wargaming Group Limited
5225,West Forest Games
5226,Mojang
5227,Quiet River
5228,Seaside Digital Arts
5229,Mintaka Softworks
5230,Dan_D
5231,Vorobiov Vadym
5232,J. Fletcher
5233,Peaksel D.O.O. Nis
5234,3100 games
5235,Mihai Morosanu
5236,exagongames
5237,Lisa Voronova
5238,Eerie Bear Games
5239,Taranasus Studio
5240,Butterflyware
5241,Steve Gal
5242,Mechanical Boss
5243,Crowbox
5244,Wonderful Lasers
5245,Forthright Entertainment
5246,Picorinne Soft
5247,Jonathan BRASSAUD
5248,Daniil Hasanov
5249,Evil Indie Games
5250,Matterhorn Software LTD
5251,The Major Game Company
5252,Fun Sponge Games
5253,Magic Pixel Kft.
5254,Inu to Neko
5255,NEW AUDIO TECHNOLOGY
5256,Since Idea Games
5257,Lemonbomb Entertainment
5258,Brian Lindenhof
5259,Lemonsucker Games
5260,Alkame Games
5261,Targon Studios
5262,Convex
5263,Boxelware
5264,SmoleVN
5265,"No, You Shut Up Inc."
5266,Xuse
5267,Retro Warp Gaming
5268,Tryzna83
5269,Allen Dayan
5270,Papurika.moe
5271,Oasis VR
5272,Bread Team
5273,Danl2o2o
5274,Contingent99
5275,Silver Lemur Games
5276,SaintWorks
5277,Minskworks
5278,Encircle Games
5279,Magic Item Tech
5280,Sundae Factory
5281,Ninja Robot Dinosaur
5282,"Valkyrie Entertainment, LLC"
5283,Daniel Gallagher
5284,Byulbram
5285,Little Freedom Factory
5286,Mure VR
5287,"Napoleon Games, s.r.o."
5288,Flatbox Studios
5289,Artem Bondin
5290,Splashteam
5291,Interactive Productline Team
5292,Torque Studios
5293,Trapdoor Games
5294,Adam Wells
5295,Dim Bulb Games
5296,Gabe Cuzzillo
5297,nextReality Games
5298,Rainssong
5299,IKEA Communications AB
5300,Sobaka Studio
5301,Sukeban Games
5302,Charlie Evans
5303,Golden Game Barn
5304,DNV
5305,Labory
5306,Naps Team
5307,Nawia Games
5308,Retraissance
5309,C-DRIVE MEDIA ART
5310,BrineTeam
5311,davevillz
5312,Riviysky
5313,Mind's Eye Games
5314,MMEU
5315,Luke Godfrey
5316,HFM Games
5317,Epic Shrimp
5318,Ed Farage
5319,Nightmaker
5320,NewWorldCoders
5321,FamishedMammal
5322,Nuked Games
5323,Igrodelsky
5324,StarBlade
5325,Bouchard Industries
5326,Torrunt
5327,Peace
5328,Tarboosh Games
5329,N.R. Burnette
5330,Proximity Games
5331,Glitch Games Ltd
5332,Jerome Bodin
5333,Blake Fix
5334,Ghost Town Games Ltd.
5335,Mikko Nykyri
5336,Black Death Apps Limited
5337,Gammosaur
5338,AK Games
5339,CloudTheWolf Games
5340,17Studio
5341,Yo_Serjio
5342,Anthony KOZAK
5343,OOO Gameprom
5344,VirZOOM
5345,BplusGames
5346,ArcticFox223
5347,Vivid Helix
5348,Tagunda LLC
5349,Colossal Wreck
5350,"Revival Productions, LLC"
5351,Toni Domínguez
5352,Wevr Inc
5353,Red Nettle Studio
5354,Wholetone Games
5355,Vertical Skull Games
5356,TripleRam Games
5357,XPAGAME
5358,Abyssal Arts Ltd.
5359,Diego Rodrigues
5360,Immersive VR Education Ltd.
5361,treeform
5362,Simon Christiansen
5363,Jerzie
5364,Blazing Fanfish
5365,RMAL
5366,Afrobeast Games
5367,David H Schroeder
5368,"Angry Hangar Games, LLC"
5369,SiBear Games
5370,Magory.net
5371,Anatoliy Loginovskikh
5372,IndigoBlue Game Studio
5373,Parallaxian Pty Ltd
5374,MediaAtlas
5375,3D2 Entertainment
5376,WolfgangIs
5377,The Mojo Collective
5378,Paw Print Games Ltd.
5379,Fighting Games
5380,Nuclear Fiction
5381,Cannibal Interactive
5382,Duck Duck Zeus
5383,Blackrose Industries
5384,Thing Trunk
5385,BME Digital Studios
5386,Reddoll Srl
5387,Digital Mantis
5388,GoManga Interactive
5389,GuidiGermano
5390,Jumb-O-Fun
5391,DazlogStudio
5392,Bookmark Games
5393,Dopterra
5394,RUST LTD.
5395,Hello Bard AS
5396,Gridlock Interactive
5397,Playrise Digital Ltd.
5398,Frost Earth Studio
5399,Jaison Robson Gusava
5400,SC Jogos
5401,Josh Koenig (Slashandz)
5402,Bolvërk Games
5403,Airship Syndicate
5404,DragonJam Studios
5405,Fractal Box
5406,Mirinae
5407,Pixel Maverick Games
5408,VLLADGET
5409,7 Road
5410,Fenrisulfr Ruin1990
5411,"Wevr, Inc."
5412,Team Neon Snakes
5413,COWCAT
5414,Relative Games
5415,MGFM
5416,Philip Day
5417,Play Publishing
5418,HGames-ArtWorks
5419,Chronicle Games
5420,Studio Élan
5421,IDEA FACTORY
5422,Skirmish Entertainment
5423,RocketWerkz
5424,David Mccue
5425,Thorne Games
5426,Verran
5427,Trend Redaktions- und Verlagsgesellschaft mbH
5428,The Body VR LLC
5429,Play Native Entertainment
5430,Deadpan Games
5431,Talecore Studios
5432,ButtonSoft
5433,Synapse Games
5434,The Glitch Factory
5435,Sindie Games
5436,Screwtape Studios
5437,UNKNOWN GAMES
5438,Innocent Grey
5439,Lone Hero Studios
5440,Roel van Beek
5441,Right Nice Games
5442,Trinket Studios
5443,Clockwork Game Software
5444,realities.io
5445,Out Of Bounds
5446,Nilo Studios
5447,"WaveVR, Inc."
5448,Snapjaw Games GmbH
5449,Texel Raptor
5450,Wee Free Studio
5451,Bytesprite
5452,epic dreams
5453,GAME NA KIBUN
5454,Pon Pon Games
5455,PaperSeven LTD
5456,Myoubouh Corp
5457,Games For Tutti
5458,Blue Tea Games
5459,Sol Bot Studios
5460,"Cygames, Inc."
5461,zoocros
5462,TEN TIULENYA team
5463,Leveled Games
5464,Go Dark Studios
5465,Road Turtle Games
5466,Vector Arcade
5467,Dancing Developers
5468,LizardFactory
5469,Immersed Games
5470,Havishamone Games
5471,"Axol Studio, LLC"
5472,Chequered Ink Ltd.
5473,Lee Sang
5474,Quantum Realm Games
5475,Sir Bedlam Productions
5476,Curiobot
5477,16 Bit Psych
5478,Fifth Dimension Company
5479,Ryan Melmoth
5480,Brainwashing Games
5481,Eren Aydin
5482,Alexey Roenko
5483,Mikori Games
5484,Firehawk Studios
5485,Arif Games
5486,Xorcerox
5487,Anea_Duo_Dev
5488,Moltenplay
5489,Sergey Dovganovskiy
5490,Hybriona Labs
5491,1812 Productions (PC Port)
5492,100 Stones Interactive
5493,Ackmi
5494,[OneManBand]
5495,René Bühling
5496,Driven Arts
5497,Pirate Software
5498,Depth First Games
5499,GAME FREAK inc.
5500,Luandun Games Pte. Ltd.
5501,SUN MONKEY Games
5502,Xibalba Studios
5503,DiP Online
5504,Seraphim Creations
5505,CarVin Interactive
5506,Fuero Games
5507,Byte4Games
5508,zerofiftyone
5509,QLOC
5510,Harotobira
5511,Spritewrench
5512,pointfiveteam
5513,ZK-Tech
5514,Creaky Lantern Games
5515,Ben Hopkins
5516,Batu Games LLC
5517,Roman Kozhukhov
5518,Rebelephant
5519,DiPi Games
5520,Duang
5521,PokerStars Mobile Limited
5522,Spawn Point OSK
5523,Not Magic
5524,Blind Bird
5525,Inclusion Studios
5526,Large Visible Machine
5527,Temple Gates Games
5528,Lost Mountain
5529,Igrasil Studio LTD
5530,BANDAI NAMCO Studios Vancouver
5531,Kubold
5532,Afterlife Games
5533,cupholder
5534,plaiko
5535,Lucas Parise
5536,GameMill Entertainment
5537,Acuze Interactives
5538,3 Fright
5539,Factor 5
5540,irritatingFLY studio
5541,Heartomics
5542,Suncrash
5543,Jollyfish Games
5544,Bitporters LTD.
5545,Moon Pub Games
5546,EDEVOX
5547,Armitage Games
5548,Marcus Nichols
5549,Argali Entertainment
5550,Tayfun Tuna
5551,Jaunt Inc.
5552,Freekstorm
5553,Gray Fin Studios
5554,Motional Entertainment
5555,IllusoryWorldEntertainment
5556,StormBorn Studio
5557,Pine Studio
5558,Cruderocks
5559,Brett Jackson
5560,TeamStormVR
5561,GK
5562,Afterthought Studios
5563,"Bigscreen, Inc."
5564,Fossil Games
5565,Stephen Long
5566,Funtime
5567,VoyagerVR
5568,Imbanova Entertainment Inc.
5569,"Vrideo, Inc."
5570,SIGONO INC.
5571,Skydome Studios
5572,Scornz
5573,Benedict Fritz
5574,"Alzan Studios, LLC"
5575,Unosquare
5576,Animate Objects
5577,Eendhoorn Games
5578,Big Dumb Fun Games
5579,Luke Iannini
5580,Minion Productions Inc.
5581,"Lucid Sight, Inc."
5582,Bludgeonsoft
5583,Rank17
5584,Worldgame entertainement
5585,White Chamber
5586,Shine Research
5587,Lorenzo Games
5588,Tomorrow Arts
5589,Hammerhead VR
5590,KxONE
5591,Squeaky Wheel
5592,CodeManu
5593,Insane Dreamers
5594,Watercress Studios
5595,DMD 'Ware
5596,"Within Unlimited, Inc."
5597,Cat Daddy Games
5598,Rusty Knights
5599,Frudelsoft
5600,Spectral Illusions
5601,Ackk Studios
5602,Alexandr Kataev
5603,Discovr Labs
5604,Pompaduo
5605,Invisible Collective
5606,Fedor Votrin
5607,FeelThere
5608,Maithonis Studios
5609,Timeless Games
5610,Blue  Blaze Gaming
5611,Blue Budgie Studios
5612,Dinofarm Games
5613,Moebiusgames
5614,Ludovic Texier
5615,Sad Panda Studios
5616,+7 Software
5617,Pheonise
5618,PlayFortress
5619,Abstract Tree Studio
5620,Red Mount Media
5621,Play Cute
5622,Orrery Games
5623,Last Lotus
5624,Codeglue
5625,Strategic Designs Ltd.
5626,Battlecruiser Games
5627,Yangyang Mobile
5628,Escapist Games Ltd
5629,Drama Drifters
5630,DreamSail Games
5631,Penrose Studios
5632,Ubisoft Annecy
5633,Askiisoft
5634,Jonathan Mulcahy
5635,TECOPARK
5636,Surreal Games
5637,Hexecutable
5638,Kastriot Sulejmani
5639,Ryan Silberman
5640,Kevin Fathi
5641,Rafael Senne
5642,Rootify
5643,Outer Planet Studios
5644,FlipSwitch Games
5645,Broken Arms Games Pty Ltd
5646,The_Kiddy
5647,Blind Sky Studios
5648,Coolegion
5649,Alternative Dreams Studios
5650,Chandler Rounsley
5651,Flyleap Studios
5652,Vasiliy Kostin
5653,PowPow
5654,Dosane Games
5655,Specter Game Studios
5656,Trevor Jones
5657,ROSEVERTE MYSTERY
5658,ScaryPotato
5659,Michal Pawlowski
5660,ECC GAMES SP. Z O.O.
5661,Atum Software
5662,Outlands
5663,Panoramik Inc
5664,Pixel Crow
5665,Rainbow Goats Studio
5666,MOS Games
5667,"COLOPL, Inc."
5668,Guerilla Tea Games
5669,Imagos Softworks
5670,Projectile Entertainment
5671,EnsenaSoft
5672,Studio Chahut
5673,Persistant Studios
5674,"Reailty Smash, Inc."
5675,Directive Games Limited
5676,8i
5677,Hello There Games
5678,08 Games
5679,Joona Vartiainen
5680,Factus Games
5681,TEN10 Games
5682,GrabTheGames Studios
5683,Wang Liwen
5684,SiBear
5685,Paper Pirates
5686,HEY
5687,Nikita Nefedov
5688,Ethrea Dreams
5689,Noclip
5690,Underbite Games
5691,Cliffhanger Productions
5692,Lapovich
5693,Robert Alvarez
5694,IndieKeep Games
5695,SkyReacher Entertainment
5696,Psyop
5697,Keinart Lobre
5698,Wobbly Duck Studios
5699,Digilie Studio s.n.c.
5700,Aegon Games Ltd
5701,"Hut 90, Inc."
5702,Jason Free
5703,Canu Arts
5704,Gameland Arr En Dee
5705,Lunisky studio
5706,Slug Disco Studios
5707,Lambda
5708,dobro_slon
5709,Blackturn Ltd
5710,Evermore Game Studios
5711,RogueWare
5712,LigaGamesStudio
5713,"Rageborn Studio, LLC"
5714,Yadon Studio
5715,Falling Star Studio
5716,Gentle Ghouls
5717,Villainous  Games
5718,Righteous Hammer Games
5719,2 Bears Studio
5720,Proud Camel Games
5721,Heroic Games
5722,Reikon Games
5723,"X-STREAM DIGITAL Co., Ltd."
5724,InterOne Inc.
5725,TACS Games
5726,Pixelated Milk
5727,pixepob
5728,Screeps
5729,Bird in Sky
5730,Colosse Team
5731,Ataverti
5732,13AM Games
5733,ClorithStudio
5734,Syrena Interactive
5735,Kokua Games
5736,Clockwork Acorn
5737,André Bertaglia
5738,インレ
5739,Ashdar Games
5740,Bonfire Games
5741,Sketchfab
5742,Studio Wumpus
5743,Jon Tiburzi
5744,Pavel Zinchenko
5745,Chris Mahoney
5746,Aivaras Klimas
5747,Alpheratz*
5748,One More Level
5749,Owl Studio
5750,UltraShock Gaming LLC
5751,Croteam VR
5752,"The Family, LLC"
5753,Cyclone Studios
5754,Zach Tsiakalis-Brown
5755,Biodrone Studios
5756,Headtrip Games llc
5757,Maverick Games
5758,Dualhaze
5759,YETU GAME
5760,Alibi
5761,Nebula Interactive
5762,Camex Games
5763,Egidijus Bachur
5764,Digital Cybercherries
5765,ERS G Studios
5766,Orneon Limited
5767,Indievision
5768,CrioGames
5769,Anino Games
5770,Eipix Entertainment
5771,Mad Head Games
5772,"Ludometrics, Ltd."
5773,Artogon Corp.
5774,Blue Lizard Games Inc.
5775,Elephant Games
5776,EleFun Games
5777,Jae Lee
5778,SONNORI Corp
5779,Dragon Slumber
5780,Shugasu GmbH
5781,AngryAngelGames
5782,Automaton
5783,Lewis Fitzjohn
5784,Awaceb
5785,Storm Sharks Production
5786,Alexander Kov
5787,Носков Сергей
5788,VR VISIO
5789,Marco Tancredi
